MMWR_Week,Week_Start,Week_End,ZIP_Code,ILI_Activity_Level,RECORD_ID,ZIP_Code_Location
10,03/01/2020,03/07/2020,60624,10,2020-10-60624,POINT (-87.722735 41.879417)
10,03/01/2020,03/07/2020,60623,10,2020-10-60623,POINT (-87.717446 41.850321)
10,03/01/2020,03/07/2020,60622,9,2020-10-60622,POINT (-87.681818 41.902762)
10,03/01/2020,03/07/2020,60621,10,2020-10-60621,POINT (-87.638812 41.776931)
10,03/01/2020,03/07/2020,60620,10,2020-10-60620,POINT (-87.651656 41.740873)
10,03/01/2020,03/07/2020,60619,10,2020-10-60619,POINT (-87.60569 41.744737)
10,03/01/2020,03/07/2020,60618,10,2020-10-60618,POINT (-87.703343 41.946699)
10,03/01/2020,03/07/2020,60617,10,2020-10-60617,POINT (-87.556897 41.721257)
10,03/01/2020,03/07/2020,60616,10,2020-10-60616,POINT (-87.629531 41.844869)
10,03/01/2020,03/07/2020,60615,10,2020-10-60615,POINT (-87.602725 41.801993)
10,03/01/2020,03/07/2020,60614,8,2020-10-60614,POINT (-87.652064 41.922605)
10,03/01/2020,03/07/2020,60613,10,2020-10-60613,POINT (-87.661343 41.953742)
10,03/01/2020,03/07/2020,60612,7,2020-10-60612,POINT (-87.687011 41.88004)
10,03/01/2020,03/07/2020,60611,10,2020-10-60611,POINT (-87.620291 41.894734)
10,03/01/2020,03/07/2020,60610,6,2020-10-60610,POINT (-87.63581 41.90455)
10,03/01/2020,03/07/2020,60609,10,2020-10-60609,POINT (-87.653382 41.812017)
10,03/01/2020,03/07/2020,60608,10,2020-10-60608,POINT (-87.670366 41.849879)
10,03/01/2020,03/07/2020,60607,9,2020-10-60607,POINT (-87.652727 41.876104)
10,03/01/2020,03/07/2020,60606,10,2020-10-60606,POINT (-87.63676 41.882634)
10,03/01/2020,03/07/2020,60605,4,2020-10-60605,POINT (-87.623449 41.867824)
10,03/01/2020,03/07/2020,60604,1,2020-10-60604,POINT (-87.629029 41.878153)
10,03/01/2020,03/07/2020,60603,10,2020-10-60603,POINT (-87.625473 41.880112)
10,03/01/2020,03/07/2020,60602,1,2020-10-60602,POINT (-87.628309 41.883136)
10,03/01/2020,03/07/2020,60601,10,2020-10-60601,POINT (-87.622844 41.886262)
9,02/23/2020,02/29/2020,60707,1,2020-09-60707,POINT (-87.808283 41.921777)
9,02/23/2020,02/29/2020,60666,1,2020-09-60666,POINT (-87.896371 41.979511)
9,02/23/2020,02/29/2020,60661,10,2020-09-60661,POINT (-87.644283 41.882786)
9,02/23/2020,02/29/2020,60660,9,2020-09-60660,POINT (-87.666362 41.991062)
9,02/23/2020,02/29/2020,60659,10,2020-09-60659,POINT (-87.703266 41.990803)
9,02/23/2020,02/29/2020,60657,10,2020-09-60657,POINT (-87.658216 41.939715)
9,02/23/2020,02/29/2020,60656,10,2020-09-60656,POINT (-87.817934 41.974566)
9,02/23/2020,02/29/2020,60655,4,2020-09-60655,POINT (-87.701434 41.696456)
9,02/23/2020,02/29/2020,60654,10,2020-09-60654,POINT (-87.636354 41.892485)
9,02/23/2020,02/29/2020,60653,10,2020-09-60653,POINT (-87.611244 41.819261)
9,02/23/2020,02/29/2020,60652,10,2020-09-60652,POINT (-87.714238 41.745398)
9,02/23/2020,02/29/2020,60651,10,2020-09-60651,POINT (-87.741017 41.901964)
9,02/23/2020,02/29/2020,60649,10,2020-09-60649,POINT (-87.571522 41.762202)
9,02/23/2020,02/29/2020,60647,10,2020-09-60647,POINT (-87.701101 41.921058)
9,02/23/2020,02/29/2020,60646,3,2020-09-60646,POINT (-87.761826 41.993931)
9,02/23/2020,02/29/2020,60645,10,2020-09-60645,POINT (-87.695049 42.008927)
9,02/23/2020,02/29/2020,60644,10,2020-09-60644,POINT (-87.756863 41.881113)
9,02/23/2020,02/29/2020,60643,10,2020-09-60643,POINT (-87.662381 41.700445)
9,02/23/2020,02/29/2020,60642,6,2020-09-60642,POINT (-87.657821 41.899935)
9,02/23/2020,02/29/2020,60641,10,2020-09-60641,POINT (-87.746791 41.946682)
9,02/23/2020,02/29/2020,60640,10,2020-09-60640,POINT (-87.662232 41.971888)
9,02/23/2020,02/29/2020,60639,10,2020-09-60639,POINT (-87.75531 41.920609)
9,02/23/2020,02/29/2020,60638,10,2020-09-60638,POINT (-87.771902 41.787032)
9,02/23/2020,02/29/2020,60637,10,2020-09-60637,POINT (-87.604053 41.780991)
9,02/23/2020,02/29/2020,60636,10,2020-09-60636,POINT (-87.668597 41.77599)
9,02/23/2020,02/29/2020,60634,10,2020-09-60634,POINT (-87.797373 41.944967)
9,02/23/2020,02/29/2020,60633,10,2020-09-60633,POINT (-87.556037 41.653147)
9,02/23/2020,02/29/2020,60632,10,2020-09-60632,POINT (-87.711251 41.810038)
9,02/23/2020,02/29/2020,60631,4,2020-09-60631,POINT (-87.813371 41.995019)
9,02/23/2020,02/29/2020,60630,10,2020-09-60630,POINT (-87.759611 41.971261)
9,02/23/2020,02/29/2020,60629,10,2020-09-60629,POINT (-87.711565 41.777061)
9,02/23/2020,02/29/2020,60628,10,2020-09-60628,POINT (-87.621537 41.694192)
9,02/23/2020,02/29/2020,60626,10,2020-09-60626,POINT (-87.669834 42.009469)
9,02/23/2020,02/29/2020,60625,10,2020-09-60625,POINT (-87.701816 41.971155)
9,02/23/2020,02/29/2020,60624,10,2020-09-60624,POINT (-87.722735 41.879417)
9,02/23/2020,02/29/2020,60623,10,2020-09-60623,POINT (-87.717446 41.850321)
9,02/23/2020,02/29/2020,60622,6,2020-09-60622,POINT (-87.681818 41.902762)
9,02/23/2020,02/29/2020,60621,9,2020-09-60621,POINT (-87.638812 41.776931)
9,02/23/2020,02/29/2020,60620,10,2020-09-60620,POINT (-87.651656 41.740873)
9,02/23/2020,02/29/2020,60619,10,2020-09-60619,POINT (-87.60569 41.744737)
9,02/23/2020,02/29/2020,60618,10,2020-09-60618,POINT (-87.703343 41.946699)
9,02/23/2020,02/29/2020,60617,10,2020-09-60617,POINT (-87.556897 41.721257)
9,02/23/2020,02/29/2020,60616,10,2020-09-60616,POINT (-87.629531 41.844869)
9,02/23/2020,02/29/2020,60615,10,2020-09-60615,POINT (-87.602725 41.801993)
9,02/23/2020,02/29/2020,60614,10,2020-09-60614,POINT (-87.652064 41.922605)
9,02/23/2020,02/29/2020,60613,10,2020-09-60613,POINT (-87.661343 41.953742)
9,02/23/2020,02/29/2020,60612,7,2020-09-60612,POINT (-87.687011 41.88004)
9,02/23/2020,02/29/2020,60611,3,2020-09-60611,POINT (-87.620291 41.894734)
9,02/23/2020,02/29/2020,60610,10,2020-09-60610,POINT (-87.63581 41.90455)
9,02/23/2020,02/29/2020,60609,10,2020-09-60609,POINT (-87.653382 41.812017)
9,02/23/2020,02/29/2020,60608,10,2020-09-60608,POINT (-87.670366 41.849879)
9,02/23/2020,02/29/2020,60607,10,2020-09-60607,POINT (-87.652727 41.876104)
9,02/23/2020,02/29/2020,60606,10,2020-09-60606,POINT (-87.63676 41.882634)
9,02/23/2020,02/29/2020,60605,5,2020-09-60605,POINT (-87.623449 41.867824)
9,02/23/2020,02/29/2020,60604,1,2020-09-60604,POINT (-87.629029 41.878153)
9,02/23/2020,02/29/2020,60603,1,2020-09-60603,POINT (-87.625473 41.880112)
9,02/23/2020,02/29/2020,60602,10,2020-09-60602,POINT (-87.628309 41.883136)
9,02/23/2020,02/29/2020,60601,4,2020-09-60601,POINT (-87.622844 41.886262)
8,02/16/2020,02/22/2020,60707,1,2020-08-60707,POINT (-87.808283 41.921777)
8,02/16/2020,02/22/2020,60666,1,2020-08-60666,POINT (-87.896371 41.979511)
8,02/16/2020,02/22/2020,60661,1,2020-08-60661,POINT (-87.644283 41.882786)
8,02/16/2020,02/22/2020,60660,10,2020-08-60660,POINT (-87.666362 41.991062)
8,02/16/2020,02/22/2020,60659,10,2020-08-60659,POINT (-87.703266 41.990803)
8,02/16/2020,02/22/2020,60657,10,2020-08-60657,POINT (-87.658216 41.939715)
8,02/16/2020,02/22/2020,60656,10,2020-08-60656,POINT (-87.817934 41.974566)
8,02/16/2020,02/22/2020,60655,10,2020-08-60655,POINT (-87.701434 41.696456)
8,02/16/2020,02/22/2020,60654,4,2020-08-60654,POINT (-87.636354 41.892485)
8,02/16/2020,02/22/2020,60653,10,2020-08-60653,POINT (-87.611244 41.819261)
8,02/16/2020,02/22/2020,60652,10,2020-08-60652,POINT (-87.714238 41.745398)
8,02/16/2020,02/22/2020,60651,10,2020-08-60651,POINT (-87.741017 41.901964)
8,02/16/2020,02/22/2020,60649,10,2020-08-60649,POINT (-87.571522 41.762202)
8,02/16/2020,02/22/2020,60647,10,2020-08-60647,POINT (-87.701101 41.921058)
8,02/16/2020,02/22/2020,60646,10,2020-08-60646,POINT (-87.761826 41.993931)
8,02/16/2020,02/22/2020,60645,10,2020-08-60645,POINT (-87.695049 42.008927)
8,02/16/2020,02/22/2020,60644,10,2020-08-60644,POINT (-87.756863 41.881113)
8,02/16/2020,02/22/2020,60643,10,2020-08-60643,POINT (-87.662381 41.700445)
8,02/16/2020,02/22/2020,60642,10,2020-08-60642,POINT (-87.657821 41.899935)
8,02/16/2020,02/22/2020,60641,10,2020-08-60641,POINT (-87.746791 41.946682)
8,02/16/2020,02/22/2020,60640,10,2020-08-60640,POINT (-87.662232 41.971888)
8,02/16/2020,02/22/2020,60639,10,2020-08-60639,POINT (-87.75531 41.920609)
8,02/16/2020,02/22/2020,60638,10,2020-08-60638,POINT (-87.771902 41.787032)
8,02/16/2020,02/22/2020,60637,10,2020-08-60637,POINT (-87.604053 41.780991)
8,02/16/2020,02/22/2020,60636,10,2020-08-60636,POINT (-87.668597 41.77599)
8,02/16/2020,02/22/2020,60634,10,2020-08-60634,POINT (-87.797373 41.944967)
8,02/16/2020,02/22/2020,60633,10,2020-08-60633,POINT (-87.556037 41.653147)
8,02/16/2020,02/22/2020,60632,10,2020-08-60632,POINT (-87.711251 41.810038)
8,02/16/2020,02/22/2020,60631,10,2020-08-60631,POINT (-87.813371 41.995019)
8,02/16/2020,02/22/2020,60630,10,2020-08-60630,POINT (-87.759611 41.971261)
8,02/16/2020,02/22/2020,60629,10,2020-08-60629,POINT (-87.711565 41.777061)
8,02/16/2020,02/22/2020,60628,10,2020-08-60628,POINT (-87.621537 41.694192)
8,02/16/2020,02/22/2020,60626,10,2020-08-60626,POINT (-87.669834 42.009469)
8,02/16/2020,02/22/2020,60625,10,2020-08-60625,POINT (-87.701816 41.971155)
8,02/16/2020,02/22/2020,60624,10,2020-08-60624,POINT (-87.722735 41.879417)
8,02/16/2020,02/22/2020,60623,10,2020-08-60623,POINT (-87.717446 41.850321)
8,02/16/2020,02/22/2020,60622,6,2020-08-60622,POINT (-87.681818 41.902762)
8,02/16/2020,02/22/2020,60621,10,2020-08-60621,POINT (-87.638812 41.776931)
8,02/16/2020,02/22/2020,60620,10,2020-08-60620,POINT (-87.651656 41.740873)
8,02/16/2020,02/22/2020,60619,10,2020-08-60619,POINT (-87.60569 41.744737)
8,02/16/2020,02/22/2020,60618,10,2020-08-60618,POINT (-87.703343 41.946699)
8,02/16/2020,02/22/2020,60617,10,2020-08-60617,POINT (-87.556897 41.721257)
8,02/16/2020,02/22/2020,60616,10,2020-08-60616,POINT (-87.629531 41.844869)
8,02/16/2020,02/22/2020,60615,10,2020-08-60615,POINT (-87.602725 41.801993)
8,02/16/2020,02/22/2020,60614,9,2020-08-60614,POINT (-87.652064 41.922605)
8,02/16/2020,02/22/2020,60613,10,2020-08-60613,POINT (-87.661343 41.953742)
8,02/16/2020,02/22/2020,60612,10,2020-08-60612,POINT (-87.687011 41.88004)
8,02/16/2020,02/22/2020,60611,1,2020-08-60611,POINT (-87.620291 41.894734)
8,02/16/2020,02/22/2020,60610,6,2020-08-60610,POINT (-87.63581 41.90455)
8,02/16/2020,02/22/2020,60609,10,2020-08-60609,POINT (-87.653382 41.812017)
8,02/16/2020,02/22/2020,60608,10,2020-08-60608,POINT (-87.670366 41.849879)
8,02/16/2020,02/22/2020,60607,8,2020-08-60607,POINT (-87.652727 41.876104)
8,02/16/2020,02/22/2020,60606,10,2020-08-60606,POINT (-87.63676 41.882634)
8,02/16/2020,02/22/2020,60605,10,2020-08-60605,POINT (-87.623449 41.867824)
8,02/16/2020,02/22/2020,60604,1,2020-08-60604,POINT (-87.629029 41.878153)
8,02/16/2020,02/22/2020,60603,1,2020-08-60603,POINT (-87.625473 41.880112)
8,02/16/2020,02/22/2020,60602,10,2020-08-60602,POINT (-87.628309 41.883136)
8,02/16/2020,02/22/2020,60601,10,2020-08-60601,POINT (-87.622844 41.886262)
7,02/09/2020,02/15/2020,60707,1,2020-07-60707,POINT (-87.808283 41.921777)
7,02/09/2020,02/15/2020,60666,10,2020-07-60666,POINT (-87.896371 41.979511)
7,02/09/2020,02/15/2020,60661,10,2020-07-60661,POINT (-87.644283 41.882786)
7,02/09/2020,02/15/2020,60660,10,2020-07-60660,POINT (-87.666362 41.991062)
7,02/09/2020,02/15/2020,60659,10,2020-07-60659,POINT (-87.703266 41.990803)
7,02/09/2020,02/15/2020,60657,7,2020-07-60657,POINT (-87.658216 41.939715)
7,02/09/2020,02/15/2020,60656,10,2020-07-60656,POINT (-87.817934 41.974566)
7,02/09/2020,02/15/2020,60655,10,2020-07-60655,POINT (-87.701434 41.696456)
7,02/09/2020,02/15/2020,60654,10,2020-07-60654,POINT (-87.636354 41.892485)
7,02/09/2020,02/15/2020,60653,10,2020-07-60653,POINT (-87.611244 41.819261)
7,02/09/2020,02/15/2020,60652,10,2020-07-60652,POINT (-87.714238 41.745398)
7,02/09/2020,02/15/2020,60651,10,2020-07-60651,POINT (-87.741017 41.901964)
7,02/09/2020,02/15/2020,60649,10,2020-07-60649,POINT (-87.571522 41.762202)
7,02/09/2020,02/15/2020,60647,10,2020-07-60647,POINT (-87.701101 41.921058)
7,02/09/2020,02/15/2020,60646,9,2020-07-60646,POINT (-87.761826 41.993931)
7,02/09/2020,02/15/2020,60645,10,2020-07-60645,POINT (-87.695049 42.008927)
7,02/09/2020,02/15/2020,60644,10,2020-07-60644,POINT (-87.756863 41.881113)
7,02/09/2020,02/15/2020,60643,10,2020-07-60643,POINT (-87.662381 41.700445)
7,02/09/2020,02/15/2020,60642,10,2020-07-60642,POINT (-87.657821 41.899935)
7,02/09/2020,02/15/2020,60641,10,2020-07-60641,POINT (-87.746791 41.946682)
7,02/09/2020,02/15/2020,60640,10,2020-07-60640,POINT (-87.662232 41.971888)
7,02/09/2020,02/15/2020,60639,10,2020-07-60639,POINT (-87.75531 41.920609)
7,02/09/2020,02/15/2020,60638,10,2020-07-60638,POINT (-87.771902 41.787032)
7,02/09/2020,02/15/2020,60637,10,2020-07-60637,POINT (-87.604053 41.780991)
7,02/09/2020,02/15/2020,60636,10,2020-07-60636,POINT (-87.668597 41.77599)
7,02/09/2020,02/15/2020,60634,10,2020-07-60634,POINT (-87.797373 41.944967)
7,02/09/2020,02/15/2020,60633,10,2020-07-60633,POINT (-87.556037 41.653147)
7,02/09/2020,02/15/2020,60632,10,2020-07-60632,POINT (-87.711251 41.810038)
7,02/09/2020,02/15/2020,60631,7,2020-07-60631,POINT (-87.813371 41.995019)
7,02/09/2020,02/15/2020,60630,10,2020-07-60630,POINT (-87.759611 41.971261)
7,02/09/2020,02/15/2020,60629,10,2020-07-60629,POINT (-87.711565 41.777061)
7,02/09/2020,02/15/2020,60628,10,2020-07-60628,POINT (-87.621537 41.694192)
7,02/09/2020,02/15/2020,60626,10,2020-07-60626,POINT (-87.669834 42.009469)
7,02/09/2020,02/15/2020,60625,10,2020-07-60625,POINT (-87.701816 41.971155)
7,02/09/2020,02/15/2020,60624,10,2020-07-60624,POINT (-87.722735 41.879417)
7,02/09/2020,02/15/2020,60623,10,2020-07-60623,POINT (-87.717446 41.850321)
7,02/09/2020,02/15/2020,60622,10,2020-07-60622,POINT (-87.681818 41.902762)
7,02/09/2020,02/15/2020,60621,10,2020-07-60621,POINT (-87.638812 41.776931)
7,02/09/2020,02/15/2020,60620,10,2020-07-60620,POINT (-87.651656 41.740873)
7,02/09/2020,02/15/2020,60619,10,2020-07-60619,POINT (-87.60569 41.744737)
7,02/09/2020,02/15/2020,60618,10,2020-07-60618,POINT (-87.703343 41.946699)
7,02/09/2020,02/15/2020,60617,10,2020-07-60617,POINT (-87.556897 41.721257)
7,02/09/2020,02/15/2020,60616,10,2020-07-60616,POINT (-87.629531 41.844869)
7,02/09/2020,02/15/2020,60615,10,2020-07-60615,POINT (-87.602725 41.801993)
7,02/09/2020,02/15/2020,60614,5,2020-07-60614,POINT (-87.652064 41.922605)
7,02/09/2020,02/15/2020,60613,10,2020-07-60613,POINT (-87.661343 41.953742)
7,02/09/2020,02/15/2020,60612,10,2020-07-60612,POINT (-87.687011 41.88004)
7,02/09/2020,02/15/2020,60611,10,2020-07-60611,POINT (-87.620291 41.894734)
7,02/09/2020,02/15/2020,60610,10,2020-07-60610,POINT (-87.63581 41.90455)
7,02/09/2020,02/15/2020,60609,10,2020-07-60609,POINT (-87.653382 41.812017)
7,02/09/2020,02/15/2020,60608,10,2020-07-60608,POINT (-87.670366 41.849879)
7,02/09/2020,02/15/2020,60607,9,2020-07-60607,POINT (-87.652727 41.876104)
7,02/09/2020,02/15/2020,60606,10,2020-07-60606,POINT (-87.63676 41.882634)
7,02/09/2020,02/15/2020,60605,7,2020-07-60605,POINT (-87.623449 41.867824)
7,02/09/2020,02/15/2020,60604,1,2020-07-60604,POINT (-87.629029 41.878153)
7,02/09/2020,02/15/2020,60603,10,2020-07-60603,POINT (-87.625473 41.880112)
7,02/09/2020,02/15/2020,60602,1,2020-07-60602,POINT (-87.628309 41.883136)
7,02/09/2020,02/15/2020,60601,10,2020-07-60601,POINT (-87.622844 41.886262)
6,02/02/2020,02/08/2020,60707,1,2020-06-60707,POINT (-87.808283 41.921777)
6,02/02/2020,02/08/2020,60666,1,2020-06-60666,POINT (-87.896371 41.979511)
6,02/02/2020,02/08/2020,60661,1,2020-06-60661,POINT (-87.644283 41.882786)
6,02/02/2020,02/08/2020,60660,10,2020-06-60660,POINT (-87.666362 41.991062)
6,02/02/2020,02/08/2020,60659,10,2020-06-60659,POINT (-87.703266 41.990803)
6,02/02/2020,02/08/2020,60657,10,2020-06-60657,POINT (-87.658216 41.939715)
6,02/02/2020,02/08/2020,60656,10,2020-06-60656,POINT (-87.817934 41.974566)
6,02/02/2020,02/08/2020,60655,6,2020-06-60655,POINT (-87.701434 41.696456)
6,02/02/2020,02/08/2020,60654,10,2020-06-60654,POINT (-87.636354 41.892485)
6,02/02/2020,02/08/2020,60653,10,2020-06-60653,POINT (-87.611244 41.819261)
6,02/02/2020,02/08/2020,60652,10,2020-06-60652,POINT (-87.714238 41.745398)
6,02/02/2020,02/08/2020,60651,10,2020-06-60651,POINT (-87.741017 41.901964)
6,02/02/2020,02/08/2020,60649,10,2020-06-60649,POINT (-87.571522 41.762202)
6,02/02/2020,02/08/2020,60647,10,2020-06-60647,POINT (-87.701101 41.921058)
6,02/02/2020,02/08/2020,60646,10,2020-06-60646,POINT (-87.761826 41.993931)
6,02/02/2020,02/08/2020,60645,10,2020-06-60645,POINT (-87.695049 42.008927)
6,02/02/2020,02/08/2020,60644,10,2020-06-60644,POINT (-87.756863 41.881113)
6,02/02/2020,02/08/2020,60643,10,2020-06-60643,POINT (-87.662381 41.700445)
6,02/02/2020,02/08/2020,60642,4,2020-06-60642,POINT (-87.657821 41.899935)
6,02/02/2020,02/08/2020,60641,10,2020-06-60641,POINT (-87.746791 41.946682)
6,02/02/2020,02/08/2020,60640,9,2020-06-60640,POINT (-87.662232 41.971888)
6,02/02/2020,02/08/2020,60639,10,2020-06-60639,POINT (-87.75531 41.920609)
6,02/02/2020,02/08/2020,60638,10,2020-06-60638,POINT (-87.771902 41.787032)
6,02/02/2020,02/08/2020,60637,10,2020-06-60637,POINT (-87.604053 41.780991)
6,02/02/2020,02/08/2020,60636,10,2020-06-60636,POINT (-87.668597 41.77599)
6,02/02/2020,02/08/2020,60634,10,2020-06-60634,POINT (-87.797373 41.944967)
6,02/02/2020,02/08/2020,60633,10,2020-06-60633,POINT (-87.556037 41.653147)
6,02/02/2020,02/08/2020,60632,10,2020-06-60632,POINT (-87.711251 41.810038)
6,02/02/2020,02/08/2020,60631,10,2020-06-60631,POINT (-87.813371 41.995019)
6,02/02/2020,02/08/2020,60630,10,2020-06-60630,POINT (-87.759611 41.971261)
6,02/02/2020,02/08/2020,60629,10,2020-06-60629,POINT (-87.711565 41.777061)
6,02/02/2020,02/08/2020,60628,10,2020-06-60628,POINT (-87.621537 41.694192)
6,02/02/2020,02/08/2020,60626,10,2020-06-60626,POINT (-87.669834 42.009469)
6,02/02/2020,02/08/2020,60625,10,2020-06-60625,POINT (-87.701816 41.971155)
6,02/02/2020,02/08/2020,60624,10,2020-06-60624,POINT (-87.722735 41.879417)
6,02/02/2020,02/08/2020,60623,10,2020-06-60623,POINT (-87.717446 41.850321)
6,02/02/2020,02/08/2020,60622,10,2020-06-60622,POINT (-87.681818 41.902762)
6,02/02/2020,02/08/2020,60621,10,2020-06-60621,POINT (-87.638812 41.776931)
6,02/02/2020,02/08/2020,60620,10,2020-06-60620,POINT (-87.651656 41.740873)
6,02/02/2020,02/08/2020,60619,10,2020-06-60619,POINT (-87.60569 41.744737)
6,02/02/2020,02/08/2020,60618,10,2020-06-60618,POINT (-87.703343 41.946699)
6,02/02/2020,02/08/2020,60617,10,2020-06-60617,POINT (-87.556897 41.721257)
6,02/02/2020,02/08/2020,60616,10,2020-06-60616,POINT (-87.629531 41.844869)
6,02/02/2020,02/08/2020,60615,10,2020-06-60615,POINT (-87.602725 41.801993)
6,02/02/2020,02/08/2020,60614,10,2020-06-60614,POINT (-87.652064 41.922605)
6,02/02/2020,02/08/2020,60613,10,2020-06-60613,POINT (-87.661343 41.953742)
6,02/02/2020,02/08/2020,60612,10,2020-06-60612,POINT (-87.687011 41.88004)
6,02/02/2020,02/08/2020,60611,1,2020-06-60611,POINT (-87.620291 41.894734)
6,02/02/2020,02/08/2020,60610,10,2020-06-60610,POINT (-87.63581 41.90455)
6,02/02/2020,02/08/2020,60609,10,2020-06-60609,POINT (-87.653382 41.812017)
6,02/02/2020,02/08/2020,60608,10,2020-06-60608,POINT (-87.670366 41.849879)
6,02/02/2020,02/08/2020,60607,10,2020-06-60607,POINT (-87.652727 41.876104)
6,02/02/2020,02/08/2020,60606,10,2020-06-60606,POINT (-87.63676 41.882634)
6,02/02/2020,02/08/2020,60605,10,2020-06-60605,POINT (-87.623449 41.867824)
6,02/02/2020,02/08/2020,60604,10,2020-06-60604,POINT (-87.629029 41.878153)
6,02/02/2020,02/08/2020,60603,1,2020-06-60603,POINT (-87.625473 41.880112)
6,02/02/2020,02/08/2020,60602,10,2020-06-60602,POINT (-87.628309 41.883136)
6,02/02/2020,02/08/2020,60601,10,2020-06-60601,POINT (-87.622844 41.886262)
5,01/26/2020,02/01/2020,60707,1,2020-05-60707,POINT (-87.808283 41.921777)
5,01/26/2020,02/01/2020,60666,1,2020-05-60666,POINT (-87.896371 41.979511)
5,01/26/2020,02/01/2020,60661,1,2020-05-60661,POINT (-87.644283 41.882786)
5,01/26/2020,02/01/2020,60660,9,2020-05-60660,POINT (-87.666362 41.991062)
5,01/26/2020,02/01/2020,60659,10,2020-05-60659,POINT (-87.703266 41.990803)
5,01/26/2020,02/01/2020,60657,10,2020-05-60657,POINT (-87.658216 41.939715)
5,01/26/2020,02/01/2020,60656,10,2020-05-60656,POINT (-87.817934 41.974566)
5,01/26/2020,02/01/2020,60655,8,2020-05-60655,POINT (-87.701434 41.696456)
5,01/26/2020,02/01/2020,60654,9,2020-05-60654,POINT (-87.636354 41.892485)
5,01/26/2020,02/01/2020,60653,10,2020-05-60653,POINT (-87.611244 41.819261)
5,01/26/2020,02/01/2020,60652,10,2020-05-60652,POINT (-87.714238 41.745398)
5,01/26/2020,02/01/2020,60651,10,2020-05-60651,POINT (-87.741017 41.901964)
5,01/26/2020,02/01/2020,60649,10,2020-05-60649,POINT (-87.571522 41.762202)
5,01/26/2020,02/01/2020,60647,10,2020-05-60647,POINT (-87.701101 41.921058)
5,01/26/2020,02/01/2020,60646,10,2020-05-60646,POINT (-87.761826 41.993931)
5,01/26/2020,02/01/2020,60645,10,2020-05-60645,POINT (-87.695049 42.008927)
5,01/26/2020,02/01/2020,60644,10,2020-05-60644,POINT (-87.756863 41.881113)
5,01/26/2020,02/01/2020,60643,10,2020-05-60643,POINT (-87.662381 41.700445)
5,01/26/2020,02/01/2020,60642,3,2020-05-60642,POINT (-87.657821 41.899935)
5,01/26/2020,02/01/2020,60641,10,2020-05-60641,POINT (-87.746791 41.946682)
5,01/26/2020,02/01/2020,60640,10,2020-05-60640,POINT (-87.662232 41.971888)
5,01/26/2020,02/01/2020,60639,10,2020-05-60639,POINT (-87.75531 41.920609)
5,01/26/2020,02/01/2020,60638,10,2020-05-60638,POINT (-87.771902 41.787032)
5,01/26/2020,02/01/2020,60637,10,2020-05-60637,POINT (-87.604053 41.780991)
5,01/26/2020,02/01/2020,60636,10,2020-05-60636,POINT (-87.668597 41.77599)
5,01/26/2020,02/01/2020,60634,10,2020-05-60634,POINT (-87.797373 41.944967)
5,01/26/2020,02/01/2020,60633,10,2020-05-60633,POINT (-87.556037 41.653147)
5,01/26/2020,02/01/2020,60632,10,2020-05-60632,POINT (-87.711251 41.810038)
5,01/26/2020,02/01/2020,60631,10,2020-05-60631,POINT (-87.813371 41.995019)
5,01/26/2020,02/01/2020,60630,10,2020-05-60630,POINT (-87.759611 41.971261)
5,01/26/2020,02/01/2020,60629,10,2020-05-60629,POINT (-87.711565 41.777061)
5,01/26/2020,02/01/2020,60628,10,2020-05-60628,POINT (-87.621537 41.694192)
5,01/26/2020,02/01/2020,60626,10,2020-05-60626,POINT (-87.669834 42.009469)
5,01/26/2020,02/01/2020,60625,10,2020-05-60625,POINT (-87.701816 41.971155)
5,01/26/2020,02/01/2020,60624,10,2020-05-60624,POINT (-87.722735 41.879417)
5,01/26/2020,02/01/2020,60623,10,2020-05-60623,POINT (-87.717446 41.850321)
5,01/26/2020,02/01/2020,60622,8,2020-05-60622,POINT (-87.681818 41.902762)
5,01/26/2020,02/01/2020,60621,10,2020-05-60621,POINT (-87.638812 41.776931)
5,01/26/2020,02/01/2020,60620,10,2020-05-60620,POINT (-87.651656 41.740873)
5,01/26/2020,02/01/2020,60619,10,2020-05-60619,POINT (-87.60569 41.744737)
5,01/26/2020,02/01/2020,60618,10,2020-05-60618,POINT (-87.703343 41.946699)
5,01/26/2020,02/01/2020,60617,10,2020-05-60617,POINT (-87.556897 41.721257)
5,01/26/2020,02/01/2020,60616,10,2020-05-60616,POINT (-87.629531 41.844869)
5,01/26/2020,02/01/2020,60615,10,2020-05-60615,POINT (-87.602725 41.801993)
5,01/26/2020,02/01/2020,60614,9,2020-05-60614,POINT (-87.652064 41.922605)
5,01/26/2020,02/01/2020,60613,10,2020-05-60613,POINT (-87.661343 41.953742)
5,01/26/2020,02/01/2020,60612,10,2020-05-60612,POINT (-87.687011 41.88004)
5,01/26/2020,02/01/2020,60611,10,2020-05-60611,POINT (-87.620291 41.894734)
5,01/26/2020,02/01/2020,60610,7,2020-05-60610,POINT (-87.63581 41.90455)
5,01/26/2020,02/01/2020,60609,10,2020-05-60609,POINT (-87.653382 41.812017)
5,01/26/2020,02/01/2020,60608,10,2020-05-60608,POINT (-87.670366 41.849879)
5,01/26/2020,02/01/2020,60607,10,2020-05-60607,POINT (-87.652727 41.876104)
5,01/26/2020,02/01/2020,60606,10,2020-05-60606,POINT (-87.63676 41.882634)
